Frame,dx,dy
2522,3.259933,-4.905815
2523,3.259226,-4.916614
2524,3.2599397,-4.915863
2525,3.2681823,-4.925772
2526,3.2706883,-4.9279914
2527,3.2563286,-4.9346023
2528,3.2580643,-4.9343987
2529,3.2589664,-4.9395113
2530,3.2590687,-4.9402432
2531,3.2870464,-4.9661574
2532,3.2850845,-4.9664145
2533,3.2907019,-4.9837465
2534,3.29266,-4.982812
2535,3.2928529,-4.9767647
2536,3.2871268,-4.976594
2537,3.2742345,-4.991145
2538,3.2779014,-4.9944563
2539,3.289276,-5.0041633
2540,3.2838807,-5.0032945
2541,3.2949817,-4.998779
2542,3.2911596,-4.9987035
2543,3.3003244,-5.00165
2544,3.301675,-5.0040336
2545,3.335916,-5.008031
2546,3.333829,-5.0061727
2547,3.3248844,-5.012507
2548,3.330573,-5.014847
2549,3.3386824,-5.019289
2550,3.3396697,-5.0200686
2551,3.32597,-5.0253587
2552,3.3275654,-5.0254574
2553,3.3221166,-5.030863
2554,3.3262837,-5.030488
2555,3.3342757,-5.0332365
2556,3.331073,-5.0322485
2557,3.3071215,-5.0259695
2558,3.3093345,-5.0247464
2559,3.3172712,-5.020362
2560,3.315134,-5.024535
2561,3.3235111,-5.013567
2562,3.3239489,-5.014416
2563,3.2966921,-4.998241
2564,3.2989476,-4.997899
2565,3.2950418,-4.981513
2566,3.2940166,-4.980399
2567,3.3025062,-4.9742856
2568,3.3016477,-4.976189
2569,3.2910998,-4.9871454
2570,3.289932,-4.987755
2571,3.2756925,-4.9939055
2572,3.2755594,-4.9936767
2573,3.2804687,-4.997731
2574,3.2809072,-4.9980288
2575,3.2789035,-5.002264
2576,3.2766604,-5.002046
2577,3.2927542,-5.00829
2578,3.2911093,-5.005412
2579,3.2942,-4.997778
2580,3.2854288,-4.9943743
2581,3.2799397,-5.0072203
2582,3.2820785,-5.0089326
2583,3.2591422,-5.0189443
2584,3.2650218,-5.0225897
2585,3.2818062,-5.0206623
2586,3.2863371,-5.0177574
2587,3.2952287,-5.0223002
2588,3.2893193,-5.018263
2589,3.2938387,-5.0009356
2590,3.2920122,-4.9979906
2591,3.3029592,-4.9788074
2592,3.2988217,-4.9779844
2593,3.2911532,-4.9850283
2594,3.2886984,-4.98519
2595,3.2708929,-4.995957
2596,3.2736187,-4.995514
2597,3.2836938,-4.987143
2598,3.2842824,-4.987011
2599,3.2923698,-4.9922748
2600,3.2920296,-4.990292
2601,3.3010285,-4.9854436
2602,3.3030727,-4.9836173
2603,3.297192,-4.988342
2604,3.2936864,-4.9895253
2605,3.277932,-4.993771
2606,3.2749188,-4.9933333
2607,3.289874,-5.0024486
2608,3.2896743,-5.002483
2609,3.2928307,-5.007495
2610,3.2953873,-5.0098324
2611,3.3015444,-5.0083632
2612,3.2993448,-5.0059457
2613,3.2985039,-5.000959
2614,3.2970688,-5.0023627
2615,3.2951295,-5.009356
2616,3.2964487,-5.0079994
2617,3.291829,-5.009061
2618,3.2904854,-5.009187
2619,3.2933395,-5.012353
2620,3.295474,-5.015908
2621,3.2930243,-5.0101724
2622,3.293126,-5.0087323
2623,3.2919955,-5.0018106
2624,3.291974,-4.999814
2625,3.288681,-5.0049076
2626,3.287177,-5.003729
2627,3.2924945,-5.005571
2628,3.286937,-5.005662
2629,3.2930431,-5.0140424
2630,3.2925284,-5.0143456
2631,3.295958,-5.022395
2632,3.2964349,-5.022353
2633,3.2975638,-5.0220904
2634,3.2958846,-5.0219364
2635,3.2898622,-5.03146
2636,3.2889614,-5.031362
2637,3.2973423,-5.027238
2638,3.2978365,-5.0271173
2639,3.3018188,-5.0215263
2640,3.2979739,-5.0201283
2641,3.3003204,-5.021846
2642,3.302334,-5.0211263
2643,3.3000505,-5.0237536
2644,3.2911446,-5.0167084
2645,3.2768447,-5.009247
2646,3.2800064,-5.008011
2647,3.2857387,-5.0035295
2648,3.2786295,-5.0021687
2649,3.278639,-4.999746
2650,3.27875,-5.0040336
2651,3.293779,-4.9971557
2652,3.2931209,-4.9968925
2653,3.2860842,-4.9885826
2654,3.2845647,-4.9894147
2655,3.2878213,-4.9911447
2656,3.2902527,-4.9903116
2657,3.2659478,-4.9951096
2658,3.2681177,-4.9935493
2659,3.266543,-4.9986424
2660,3.2665682,-4.997034
2661,3.2582498,-4.992996
2662,3.2573574,-4.9920244
2663,3.2559984,-5.014658
2664,3.2559803,-5.0146017
2665,3.2436194,-5.007466
2666,3.243159,-5.0083656
2667,3.2315166,-4.9925976
2668,3.2369049,-4.9920716
2669,3.22387,-5.012486
2670,3.2259974,-5.011943
2671,3.2385178,-5.0068502
2672,3.2456238,-5.0093575
2673,3.236171,-5.00451
2674,3.2350729,-5.003186
2675,3.243292,-5.0045524
2676,3.247639,-5.005666
2677,3.2504072,-5.000873
2678,3.251995,-5.0022616
2679,3.253555,-5.0070863
2680,3.2595677,-5.0094075
2681,3.2519517,-5.0118937
2682,3.2531095,-5.0132513
2683,3.2297935,-5.024796
2684,3.2267978,-5.024048
2685,3.2574997,-5.0162873
2686,3.2593038,-5.018951
2687,3.2896674,-4.9930716
2688,3.281125,-4.9899893
2689,3.3700535,-4.930096
2690,3.3672225,-4.9299603
2691,3.2420995,-5.0159826
2692,3.240194,-5.0203357
2693,3.2278256,-5.0199895
2694,3.224452,-5.0175676
2695,3.3021553,-4.9733596
2696,3.301501,-4.973898
2697,3.3124228,-4.9479074
2698,3.3117015,-4.9482293
2699,3.2504072,-4.9943614
2700,3.2508605,-4.988886
2701,3.1942813,-5.0073237
2702,3.190862,-5.004713
2703,3.2008617,-5.014956
2704,3.1974869,-5.0156264
2705,3.2338786,-4.9994392
2706,3.2346191,-4.9958186
2707,3.2536497,-5.000571
2708,3.2503917,-4.9980793
2709,3.2504818,-4.994833
2710,3.2437887,-5.0003424
2711,3.2377386,-4.998154
2712,3.2366855,-4.9989758
2713,3.232283,-4.995462
2714,3.2291422,-4.9961014
2715,3.2511597,-4.993791
2716,3.248253,-4.999377
2717,3.264035,-5.0108294
2718,3.2628114,-5.0120707
2719,3.2645233,-5.0138683
2720,3.2732182,-5.0151753
2721,3.2687094,-4.999349
2722,3.2692492,-4.999508
2723,3.2599595,-5.001741
2724,3.258982,-4.999985
2725,3.2576377,-4.999721
2726,3.259698,-4.997976
2727,3.2767026,-4.9952345
2728,3.2732315,-4.994357
2729,3.2626579,-5.009362
2730,3.2627144,-5.009926
2731,3.2704406,-5.0081472
2732,3.2718778,-5.0104585
2733,3.2653444,-5.0029235
2734,3.2663038,-5.0046678
2735,3.2669947,-5.003541
2736,3.2628715,-5.0092287
2737,3.2448063,-4.995739
2738,3.2451231,-4.998342
2739,3.23607,-5.011688
2740,3.237141,-5.010997
2741,3.2328227,-5.00916
2742,3.2352347,-5.0104504
2743,3.235146,-5.0040226
2744,3.2329886,-5.000677
2745,3.2350824,-4.9946094
2746,3.2362244,-4.9954247
2747,3.2518854,-5.0092325
2748,3.2384617,-5.0050726
2749,3.246746,-4.9937067
2750,3.2389245,-4.9901447
2751,3.2376087,-4.993791
2752,3.237265,-4.9934855
2753,3.2333605,-4.99088
2754,3.2336674,-4.9906855
2755,3.2356737,-4.987587
2756,3.2350261,-4.9888706
2757,3.243429,-4.9926434
2758,3.2434387,-4.993133
2759,3.2410047,-4.9850936
2760,3.24183,-4.9841623
2761,3.238394,-4.9799104
2762,3.2376003,-4.980136
2763,3.2472641,-4.984803
2764,3.250696,-4.986924
2765,3.2532408,-4.981167
2766,3.2532659,-4.982695
2767,3.2536714,-4.9805355
2768,3.2577486,-4.976741
2769,3.259578,-4.9737654
2770,3.2595172,-4.973792
2771,3.2769766,-4.9515076
2772,3.2740574,-4.9497843
2773,3.2731688,-4.949757
2774,3.2732804,-4.9481835
2775,3.2616293,-4.9606547
2776,3.2597144,-4.958336
2777,3.2776997,-4.9501004
2778,3.2797196,-4.9529366
2779,3.3025036,-4.9572535
2780,3.3036737,-4.956123
2781,3.3111079,-4.9629297
2782,3.3238156,-4.961237
2783,3.302271,-4.973184
2784,3.2994883,-4.973502
2785,3.298877,-4.980243
2786,3.2979238,-4.9812837
2787,3.2956119,-4.9775405
2788,3.298671,-4.9770617
2789,3.2914908,-4.97531
2790,3.2986915,-4.976819
2791,3.3163395,-4.9949985
2792,3.3154175,-4.9953656
2793,3.2848735,-4.9842777
2794,3.2851954,-4.984354
2795,3.2893093,-4.993698
2796,3.286723,-4.992222
2797,3.2836246,-4.989516
2798,3.2823365,-4.9899607
2799,3.2653155,-4.9994526
2800,3.2679696,-4.9991555
2801,3.2700405,-4.9945664
2802,3.270762,-4.993887
2803,3.2732775,-4.9976144
2804,3.2693453,-4.9956217
2805,3.277909,-4.9882736
2806,3.2794375,-4.987328
2807,3.2643878,-4.9938626
2808,3.2632763,-4.989504
2809,3.2717092,-4.990823
2810,3.2766337,-4.9887657
2811,3.2545967,-4.985077
2812,3.2591128,-4.9831743
2813,3.2622972,-4.984863
2814,3.2669284,-4.9839163
2815,3.264191,-4.989238
2816,3.2551634,-4.9850836
2817,3.2631729,-4.9842834
2818,3.263917,-4.982686
2819,3.271055,-4.9838734
2820,3.269662,-4.983182
2821,3.2659376,-4.981548
2822,3.2668555,-4.9828563
2823,3.273182,-4.9965777
2824,3.2734663,-4.996302
2825,3.26865,-4.99799
2826,3.2677782,-4.9955783
2827,3.2729027,-4.9940844
2828,3.2764342,-4.9965935
2829,3.2763176,-4.994253
2830,3.2734237,-4.993483
2831,3.277996,-4.985954
2832,3.2855527,-4.989525
2833,3.2812295,-4.9979706
2834,3.2768502,-4.996109
2835,3.2777495,-4.9971933
2836,3.2798197,-4.996865
2837,3.262289,-4.9782553
2838,3.2725084,-4.9871454
2839,3.2892992,-4.9903297
2840,3.287855,-4.9899344
2841,3.3069718,-5.017004
2842,3.3071635,-5.0187855
2843,3.320741,-5.039322
2844,3.3152337,-5.0384436
2845,3.3377464,-5.0617995
2846,3.3392625,-5.064241
2847,3.3640542,-5.088181
2848,3.3630042,-5.0895405
2849,3.3892794,-5.114259
2850,3.3879268,-5.113259
2851,3.4085622,-5.140959
2852,3.40328,-5.141707
2853,3.4211192,-5.1597414
2854,3.4259975,-5.163145
2855,3.4683812,-5.20019
2856,3.4677958,-5.203379
2857,3.4865303,-5.2286687
2858,3.491704,-5.2296457
2859,3.5103564,-5.2526484
2860,3.5095613,-5.2546773
2861,3.538152,-5.280922
2862,3.543333,-5.282393
2863,3.5657213,-5.3107185
2864,3.5656173,-5.313508
2865,3.5995457,-5.352397
2866,3.5993133,-5.352696
2867,3.6614141,-5.3872313
2868,3.6609406,-5.38625
2869,3.6805234,-5.418847
2870,3.679483,-5.417471
2871,3.7053745,-5.4466825
2872,3.7089016,-5.449025
2873,3.744301,-5.4691525
2874,3.741438,-5.468077
2875,3.7847311,-5.5018196
2876,3.789897,-5.5012054
2877,3.8255353,-5.515569
2878,3.825364,-5.5133843
2879,3.8463452,-5.5650544
2880,3.8481627,-5.5647845
2881,3.8605666,-5.580338
2882,3.8624973,-5.5820966
2883,3.8705866,-5.605223
2884,3.8722377,-5.608742
2885,3.8781896,-5.619229
2886,3.878729,-5.6219344
2887,3.9209085,-5.6506906
2888,3.9209578,-5.64596
2889,3.9769359,-5.676136
2890,3.9727066,-5.681766
2891,3.9851408,-5.698646
2892,3.9915662,-5.6985
2893,4.0073137,-5.7193556
2894,4.0087085,-5.720433
2895,4.022166,-5.745443
2896,4.0178976,-5.748333
2897,4.0469003,-5.7711053
2898,4.041366,-5.7688956
2899,4.0390716,-5.7737336
2900,4.042864,-5.772454
2901,4.103181,-5.818281
2902,4.090608,-5.8152275
2903,4.076597,-5.822244
2904,4.077359,-5.8236713
2905,4.0796723,-5.825758
2906,4.080548,-5.824944
2907,4.079703,-5.826485
2908,4.0792966,-5.8273005
2909,4.080296,-5.81534
2910,4.079688,-5.817542
2911,4.070656,-5.819298
2912,4.0714974,-5.8194795
2913,4.0785236,-5.8252287
2914,4.0766077,-5.8224406
2915,4.0606117,-5.8190575
2916,4.058381,-5.8164163
2917,4.058215,-5.813626
2918,4.056205,-5.8135066
2919,4.0646653,-5.820415
2920,4.0673604,-5.821157
2921,4.0726247,-5.819478
2922,4.072928,-5.8190694
2923,4.086729,-5.8296742
2924,4.087798,-5.8300915
2925,4.0853744,-5.824398
2926,4.084939,-5.826923
2927,4.0807796,-5.824373
2928,4.0834303,-5.8227725
2929,4.08866,-5.827993
2930,4.0883155,-5.829275
2931,4.082959,-5.8294396
2932,4.0840626,-5.8323593
2933,4.0836635,-5.837285
2934,4.0881658,-5.843404
2935,4.0985456,-5.8470173
2936,4.099067,-5.8473496
2937,4.108436,-5.842123
2938,4.1083574,-5.842999
2939,4.0977325,-5.8445196
2940,4.103484,-5.843907
2941,4.106955,-5.842083
2942,4.1094117,-5.842325
2943,4.111935,-5.847031
2944,4.116381,-5.8486214
2945,4.110145,-5.8481374
2946,4.120875,-5.855121
2947,4.113958,-5.834409
2948,4.118395,-5.82864
2949,4.121106,-5.810929
2950,4.120472,-5.813304
2951,4.1191773,-5.807256
2952,4.1217356,-5.8071604
2953,4.1270046,-5.8018255
2954,4.1266656,-5.802099
2955,4.151303,-5.813492
2956,4.1516504,-5.813581
2957,4.1665516,-5.817247
2958,4.1651387,-5.81749
2959,4.145444,-5.8156614
2960,4.1483006,-5.811801
2961,4.137946,-5.8107653
2962,4.142034,-5.812283
2963,4.150077,-5.817532
2964,4.148404,-5.8171606
2965,4.1416235,-5.816074
2966,4.141669,-5.8175516
2967,4.166789,-5.841727
2968,4.168272,-5.840474
2969,4.1586742,-5.832174
2970,4.1558843,-5.8313475
2971,4.151945,-5.8359156
2972,4.15119,-5.83502
2973,4.151877,-5.8374233
2974,4.153313,-5.8373466
2975,4.1449943,-5.847514
2976,4.151234,-5.8455944
2977,4.1707525,-5.848452
2978,4.1701293,-5.848405
2979,4.1755466,-5.854863
2980,4.183792,-5.8590236
2981,4.152898,-5.840479
2982,4.1534796,-5.8390465
2983,4.163679,-5.841668
2984,4.161004,-5.83889
2985,4.160098,-5.839402
2986,4.1599383,-5.840443
2987,4.1727924,-5.851117
2988,4.1692004,-5.849608
2989,4.178413,-5.8495317
2990,4.1772723,-5.848378
2991,4.169482,-5.8480387
2992,4.164995,-5.8399663
2993,4.1577168,-5.8337727
2994,4.156239,-5.8356714
2995,4.1621842,-5.837354
2996,4.1630006,-5.837164
2997,4.1605816,-5.8251657
2998,4.1584086,-5.823063
2999,4.1720014,-5.8404937
3000,4.1714964,-5.8404083
3001,4.1656203,-5.8288207
3002,4.1669292,-5.832038
3003,4.1440377,-5.8318357
3004,4.137974,-5.8291397
3005,4.140132,-5.830008
3006,4.148634,-5.8341484
3007,4.145884,-5.8342876
3008,4.1510305,-5.8353486
3009,4.15155,-5.8363214
3010,4.1526957,-5.8304534
3011,4.172057,-5.8352103
3012,4.162341,-5.8366904
3013,4.1682034,-5.839109
3014,4.158801,-5.812353
3015,4.158687,-5.81131
3016,4.1411924,-5.800551
3017,4.1382685,-5.7982373
3018,4.1336923,-5.794215
3019,4.132983,-5.794877
3020,4.137859,-5.786455
3021,4.1313734,-5.7843304
3022,4.151816,-5.7759056
3023,4.150548,-5.777133
3024,4.143935,-5.761762
3025,4.1429873,-5.760214
3026,4.135914,-5.760837
3027,4.1366043,-5.762272
3028,4.126786,-5.762702
3029,4.1265,-5.7635226
3030,4.1218367,-5.7622895
3031,4.117114,-5.7622886
3032,4.1321464,-5.785904
3033,4.1284566,-5.7837334
3034,4.1219115,-5.782198
3035,4.123719,-5.7848167
3036,4.1241355,-5.788678
3037,4.1248665,-5.7875795
3038,4.1335535,-5.7857885
3039,4.138728,-5.7853007
3040,4.097846,-5.7828856
3041,4.094332,-5.7776966
3042,4.1079307,-5.7956533
3043,4.105316,-5.79403
3044,4.1140313,-5.8055925
3045,4.1166515,-5.811946
3046,4.1320677,-5.8125567
3047,4.126014,-5.815285
3048,4.1231112,-5.8238993
3049,4.1205297,-5.824252
3050,4.144952,-5.8371463
3051,4.1415634,-5.8358707
3052,4.169112,-5.8583407
3053,4.172204,-5.8585973
3054,4.1445804,-5.897287
3055,4.148965,-5.897688
3056,4.151538,-5.878756
3057,4.1523685,-5.879626
3058,4.1073723,-5.8850603
3059,4.1133056,-5.8888593
3060,4.1951284,-5.8849654
3061,4.1939073,-5.8863697
3062,4.2073307,-5.845114
3063,4.207327,-5.845111
3064,4.28766,-5.8100004
3065,4.2876005,-5.811057
3066,4.3589673,-5.7791595
3067,4.355788,-5.7765474
3068,4.35033,-5.8060856
3069,4.349955,-5.8072915
3070,4.347607,-5.8537345
3071,4.325512,-5.851672
3072,4.185312,-5.8828588
3073,4.185164,-5.88286
3074,4.1198096,-5.9840426
3075,4.1092215,-5.9795523
3076,4.2315774,-5.941426
3077,4.237934,-5.9349017
3078,4.324131,-5.974712
3079,4.320275,-5.968298
3080,4.3207016,-5.966918
3081,4.3239183,-5.96541
3082,4.2421975,-6.004934
3083,4.237869,-6.0091033
3084,4.253751,-6.0821705
3085,4.250833,-6.0839286
3086,4.0502815,-5.921556
3087,4.052744,-5.91896
3088,3.8999116,-5.8860927
3089,3.8987124,-5.8842545
3090,3.8683841,-5.8947067
3091,3.8721495,-5.8956637
3092,3.8421998,-6.024301
3093,3.8404315,-6.023743
3094,3.8438237,-5.9995956
3095,3.8438344,-5.998529
3096,3.8722947,-6.018566
3097,3.873872,-6.018157
3098,3.7170885,-6.1031547
3099,3.7189023,-6.103084
3100,3.6617885,-6.166459
3101,3.6584044,-6.1745048
3102,3.8564298,-6.0787354
3103,3.8596456,-6.083473
3104,3.8199368,-5.9418063
3105,3.818237,-5.939844
3106,3.9817386,-5.8792996
3107,3.980379,-5.8789425
3108,3.7720256,-5.8009334
3109,3.7675593,-5.796092
3110,3.5526254,-5.671938
3111,3.5537865,-5.6656055
3112,3.3632777,-5.646278
3113,3.3650918,-5.6418858
3114,3.4962263,-5.7036195
3115,3.495767,-5.703603
3116,3.6457577,-5.6980944
3117,3.6486218,-5.698488
3118,3.7542806,-5.7383356
3119,3.7514641,-5.7387204
3120,4.039749,-5.887446
3121,4.0373445,-5.886554
3122,4.1725373,-5.9059587
3123,4.168677,-5.9046755
3124,4.1475673,-6.004861
3125,4.122881,-6.0180893
3126,3.9440613,-6.0377517
3127,3.9377103,-6.0317206
3128,4.137893,-6.2896943
3129,4.159251,-6.281371
3130,4.0232377,-6.351968
3131,3.9970977,-6.3690634
3132,3.927857,-6.489332
3133,3.9295375,-6.488454
3134,3.8813632,-6.424939
3135,3.8892362,-6.4333887
3136,3.9056096,-6.387811
3137,3.8983777,-6.3910093
3138,4.0758853,-6.3205795
3139,4.071363,-6.3231773
3140,3.9857838,-6.347386
3141,3.9785693,-6.348002
3142,4.047248,-6.4282727
3143,4.049257,-6.4191704
3144,4.038816,-6.443823
3145,4.0568256,-6.4375696
3146,4.1721864,-6.3903356
3147,4.1779327,-6.389089
3148,4.2585616,-6.538225
3149,4.254684,-6.5407057
3150,4.0280223,-6.510782
3151,4.029384,-6.5098934
3152,3.9200692,-6.4976664
3153,3.9203575,-6.4983387
3154,3.8729193,-6.572838
3155,3.8744535,-6.5684657
3156,3.5678027,-6.510631
3157,3.5706277,-6.507996
3158,3.478131,-6.5426393
3159,3.4763224,-6.5483336
3160,3.4345083,-6.591671
3161,3.4369297,-6.594888
3162,3.4132638,-6.675075
3163,3.4089968,-6.6735387
3164,3.5232673,-6.643897
3165,3.5249848,-6.6421533
3166,3.6033385,-6.5276256
3167,3.6053247,-6.5283747
3168,3.6243975,-6.522136
3169,3.6219082,-6.5295253
3170,3.7199125,-6.420766
3171,3.718419,-6.4188886
3172,3.7273314,-6.43144
3173,3.7260542,-6.4292865
3174,3.763594,-6.442614
3175,3.7577407,-6.444051
3176,3.7604427,-6.446681
3177,3.760502,-6.450906
3178,3.7794085,-6.4087405
3179,3.7804275,-6.407723
3180,3.7838957,-6.409453
3181,3.7895722,-6.406412
3182,3.7069046,-6.3011703
3183,3.7056103,-6.3019085
3184,3.6033664,-6.193947
3185,3.6022942,-6.1914606
3186,3.4648123,-6.044536
3187,3.461123,-6.042491
3188,3.3631349,-5.8849382
3189,3.3674152,-5.889016
3190,3.3421903,-5.752031
3191,3.3408642,-5.7201557
3192,3.2629924,-5.5924344
3193,3.265965,-5.5901375
3194,3.2364082,-5.488424
3195,3.2333727,-5.486158
3196,3.1522882,-5.347009
3197,3.1458416,-5.3452964
3198,3.0644357,-5.2448926
3199,3.069905,-5.247207
3200,2.9892306,-5.140935
3201,2.987106,-5.1385407
3202,2.9207048,-5.020936
3203,2.926181,-5.0166335
3204,2.9234393,-5.0135636
3205,2.9364235,-5.019481
3206,2.9245498,-5.0053954
3207,2.9226847,-5.0043674
3208,2.9444396,-5.0073924
3209,2.9391992,-5.0059857
3210,2.939036,-4.9963803
3211,2.939199,-4.996675
3212,2.92951,-4.9917326
3213,2.9351466,-4.99511
3214,2.9227448,-4.99583
3215,2.922435,-4.9941926
3216,2.9356039,-5.0015826
3217,2.935958,-5.0021405
3218,2.9425113,-4.999294
3219,2.942406,-4.999004
3220,2.941787,-5.001786
3221,2.9407985,-5.0010457
3222,2.9411094,-4.99657
3223,2.9422317,-4.9968843
3224,2.9475207,-5.002632
3225,2.9481916,-5.0028644
3226,2.9388208,-5.0116596
3227,2.9378839,-5.0117025
3228,2.9355578,-5.0084276
3229,2.936352,-5.0095277
3230,2.933117,-5.008127
3231,2.9348402,-5.010977
3232,2.9259121,-5.006976
3233,2.9254289,-5.007381
3234,2.9120722,-5.0107603
3235,2.909971,-5.010954
3236,2.9076307,-5.0110264
3237,2.9112437,-5.0134273
3238,2.9220505,-5.006907
3239,2.9213943,-5.006347
3240,2.9118402,-5.012924
3241,2.9133635,-5.0124516
3242,2.9080882,-5.0086207
3243,2.9043663,-5.0072584
3244,2.9066396,-5.012353
3245,2.9043226,-5.0101027
3246,2.9089024,-5.0144486
3247,2.910399,-5.0159426
3248,2.8943543,-5.0219383
3249,2.897196,-5.0215425
3250,2.9003386,-5.021106
3251,2.908588,-5.03307
3252,2.8935483,-5.0367146
3253,2.890096,-5.03888
3254,2.9247239,-5.0385184
3255,2.9227467,-5.03673
3256,2.9330807,-5.031477
3257,2.9297428,-5.0288386
3258,2.9257417,-5.0430436
3259,2.9254036,-5.047721
3260,2.927658,-5.047955
3261,2.928619,-5.046985
3262,2.9337635,-5.0437593
3263,2.9354196,-5.042979
3264,2.9444401,-5.053302
3265,2.942046,-5.0516257
3266,2.921433,-5.0464916
3267,2.9260297,-5.04838
3268,2.931393,-5.0452776
3269,2.932925,-5.0479984
3270,2.9506297,-5.053678
3271,2.9506862,-5.0536604
3272,2.9541469,-5.0581913
3273,2.9473958,-5.05357
3274,2.9317374,-5.049661
3275,2.9329813,-5.04936
3276,2.9350893,-5.0420055
3277,2.936428,-5.0434856
3278,2.9384756,-5.044362
3279,2.9371548,-5.0435863
3280,2.9405851,-5.0416794
3281,2.9462512,-5.0449605
3282,2.9365613,-5.0600038
3283,2.9366913,-5.060503
3284,2.953771,-5.0661373
3285,2.9517736,-5.065472
3286,2.9543948,-5.0708556
3287,2.9503329,-5.073055
3288,2.9446528,-5.073252
3289,2.9445488,-5.0715203
3290,2.9359477,-5.0684514
3291,2.9350784,-5.0677423
3292,2.9391806,-5.0860257
3293,2.9408178,-5.0869603
3294,2.9310405,-5.0828238
3295,2.9308603,-5.081225
3296,2.9372888,-5.075895
3297,2.9375718,-5.074774
3298,2.9405513,-5.08027
3299,2.9411511,-5.08111
3300,2.928437,-5.07712
3301,2.9305813,-5.076715
3302,2.9384747,-5.0842505
3303,2.9423845,-5.0848393
3304,2.9439123,-5.0794415
3305,2.9460413,-5.0811763
3306,2.9486198,-5.075343
3307,2.9472773,-5.0757966
3308,2.9664297,-5.058286
3309,2.969147,-5.0594516
3310,2.9729767,-5.0638766
3311,2.9846406,-5.0540857
3312,2.9919267,-5.048812
3313,2.9888482,-5.042174
3314,3.0050254,-5.0576873
3315,3.0048897,-5.05769
3316,3.0088642,-5.0554724
3317,3.009086,-5.05838
3318,3.0102935,-5.0512247
3319,3.0100079,-5.0526586
3320,3.014785,-5.054235
3321,3.01206,-5.057946
3322,3.0073397,-5.0612235
3323,3.0079038,-5.060991
3324,3.0060174,-5.0628805
3325,3.0036893,-5.0603395
3326,3.0118945,-5.065084
3327,3.0117831,-5.0655947
3328,3.0030804,-5.062514
3329,3.0054917,-5.062421
3330,2.9729846,-5.046837
3331,2.967164,-5.0472007
3332,2.9799714,-5.062953
3333,2.9789193,-5.0633707
3334,2.988938,-5.071709
3335,2.9901395,-5.073858
3336,3.0017126,-5.086772
3337,3.0081618,-5.0910096
3338,3.0212965,-5.093538
3339,3.0218048,-5.092475
3340,3.0216775,-5.104459
3341,3.0196295,-5.1015716
3342,3.0248802,-5.1049967
3343,3.0282366,-5.106607
3344,3.0178535,-5.107636
3345,3.0152466,-5.105926
3346,3.016552,-5.113029
3347,3.0152557,-5.1139274
3348,2.9886758,-5.099387
3349,2.991397,-5.0978656
3350,2.9507587,-5.073988
3351,2.95252,-5.0761476
3352,2.9293783,-5.0544486
3353,2.9277792,-5.054101
3354,2.802527,-4.9873977
3355,2.803632,-4.9896297
3356,2.8137968,-5.0066857
3357,2.8137538,-5.0078735
3358,2.8357387,-5.022967
3359,2.8361425,-5.0237823
3360,2.856976,-5.039892
3361,2.8563943,-5.0386243
3362,2.885027,-5.0598598
3363,2.8853517,-5.0602107
3364,2.9156208,-5.078616
3365,2.9286199,-5.0907288
3366,2.9283938,-5.1001716
3367,2.9278724,-5.1001196
3368,2.966974,-5.120155
3369,2.9593675,-5.1148024
3370,2.9406524,-5.099934
3371,2.938364,-5.1014853
3372,2.97633,-5.105504
3373,2.9718478,-5.103362
3374,3.0133963,-5.126247
3375,3.0165462,-5.126869
3376,3.0323477,-5.147689
3377,3.0293815,-5.1470327
3378,2.9693441,-5.1201024
3379,2.9694974,-5.1202135
3380,2.938783,-5.1056795
3381,2.940164,-5.1054573
3382,2.9451652,-5.106175
3383,2.9450479,-5.1064067
3384,2.9470487,-5.1084104
3385,2.95362,-5.1127825
3386,2.9646478,-5.1184807
3387,2.9621308,-5.1166105
3388,2.986054,-5.1218834
3389,2.9864256,-5.122282
3390,2.9690487,-5.094317
3391,2.970818,-5.095438
3392,2.976376,-5.0864263
3393,2.9762266,-5.0845094
3394,2.9367015,-5.077478
3395,2.9413166,-5.0801473
3396,2.9319172,-5.0743556
3397,2.9326851,-5.0729423
3398,2.950965,-5.0726104
3399,2.9494147,-5.073243
3400,2.9564235,-5.0609536
3401,2.9529066,-5.058053
3402,2.9401507,-5.0433965
3403,2.9387026,-5.041124
3404,2.8657665,-4.9864774
3405,2.8660357,-4.986029
3406,2.876147,-4.992969
3407,2.8762133,-4.9916215
3408,2.9206405,-4.9996395
3409,2.93004,-5.0029244
3410,2.936943,-4.989667
3411,2.9368477,-4.9892707
3412,2.954409,-4.9801087
3413,2.9559472,-4.980169
3414,2.9767568,-4.998249
3415,2.9732769,-4.997405
3416,3.0244076,-5.032127
3417,3.0251467,-5.0324407
3418,2.9739978,-4.9941573
3419,2.9763887,-4.994847
3420,2.937358,-4.9618278
3421,2.9368975,-4.961009
3422,2.936051,-4.973727
3423,2.9373322,-4.9743295
3424,2.9485352,-4.9499664
3425,2.9476175,-4.9500446
3426,2.9562285,-4.961273
3427,2.9571571,-4.9607544
3428,2.9864166,-4.9857693
3429,2.9859295,-4.9869676
3430,2.8827825,-4.9131765
3431,2.8943186,-4.911674
3432,2.8617377,-4.8828506
3433,2.8610651,-4.881743
3434,2.8893356,-4.897463
3435,2.8857737,-4.896466
3436,2.9140153,-4.925425
3437,2.916628,-4.925215
3438,2.9580655,-4.9540505
3439,2.9564207,-4.953303
