Frame,dx,dy
591,-0.08551808,-0.055576827
592,-0.08065306,-0.059593797
593,-0.0927985,-0.07025975
594,-0.090408176,-0.07178816
595,-0.12597698,-0.074514896
596,-0.12702285,-0.07478145
597,-0.17355087,-0.094297044
598,-0.17343676,-0.09468058
599,-0.2342083,-0.11076048
600,-0.2294695,-0.110783406
601,-0.18803556,-0.07140476
602,-0.18803076,-0.07055726
603,-0.22985469,-0.06472109
604,-0.22817379,-0.065414965
605,-0.07480427,0.019283129
606,-0.075387865,0.019740922
607,-0.13315116,0.051787693
608,-0.11654165,0.0627734
609,-0.13677204,0.03936341
610,-0.13970007,0.038872037
611,0.09906291,0.20632935
612,0.095044434,0.20336464
613,0.022009924,0.17287615
614,0.02187002,0.17856894
615,0.06076817,0.1972588
616,0.06185184,0.19012317
617,-0.13695368,0.10492939
618,-0.13681008,0.10594539
619,-0.091261625,0.10940834
620,-0.11074461,0.088812016
621,-0.08535753,0.111988425
622,-0.08458638,0.11397181
623,-0.23004441,0.008011861
624,-0.23100331,0.007352246
625,-0.25268233,0.013673214
626,-0.2501581,0.011493305
627,-0.341131,-0.03394672
628,-0.3430297,-0.03133038
629,-0.25497165,0.03505877
630,-0.2555735,0.03583079
631,-0.6172823,0.010301136
632,-0.6148149,0.009677624
633,-0.618404,-0.007000618
634,-0.61745363,-0.005262585
635,-0.8524724,0.0019633127
636,-0.85011333,0.0011997812
637,-0.63608766,0.08131897
638,-0.6362933,0.080550805
639,-0.68400383,0.020763632
640,-0.68270546,0.021534996
641,-0.42938086,0.16745704
642,-0.42394936,0.16675963
643,-0.5112834,0.1142047
644,-0.51122826,0.113912985
645,-0.52942747,0.062684275
646,-0.53045994,0.061418124
647,-0.31503552,0.13009708
648,-0.31286708,0.1332368
649,-0.37308192,0.03637643
650,-0.37414464,0.039199296
651,-0.57357705,-0.09842879
652,-0.57455873,-0.098868646
653,-0.8040391,-0.09477927
654,-0.805861,-0.09398594
655,-0.95183575,-0.19884881
656,-0.94929326,-0.19942373
657,-1.1304251,-0.20888512
658,-1.1300129,-0.21181609
659,-1.1810125,-0.31395108
660,-1.181355,-0.31297806
661,-0.97972,-0.28654173
662,-0.982538,-0.28694233
663,-1.0267922,-0.4291468
664,-1.0261331,-0.4289026
665,-0.8755078,-0.50274366
666,-0.86514,-0.5041937
667,-0.9802206,-0.6394706
668,-0.9902613,-0.6400995
669,-0.9410243,-0.66238284
670,-0.9353646,-0.65882534
671,-1.0803252,-0.6324915
672,-1.0812087,-0.63319147
673,-1.0532959,-0.67832124
674,-1.0523577,-0.6774905
675,-1.0541263,-0.44913474
676,-1.0564171,-0.4512416
677,-0.8802472,-0.38785112
678,-0.877691,-0.38838854
679,-0.5117429,-0.7611579
680,-0.5189809,-0.7616118
681,-0.03598683,-1.0776211
682,-0.037144307,-1.0776552
683,0.3668578,-1.4275643
684,0.36763057,-1.4288424
685,0.67536855,-1.8477378
686,0.67176896,-1.8458059
687,0.9596222,-2.2846851
688,0.9619079,-2.2848177
689,1.2619655,-2.7102447
690,1.2638936,-2.7112694
691,1.5153892,-3.1608455
692,1.5186764,-3.1583405
693,1.6727803,-3.5746036
694,1.6761909,-3.5734484
695,1.9350408,-3.9916677
696,1.931795,-3.9947283
697,2.1787934,-4.3721285
698,2.1749804,-4.372552
699,2.4407144,-4.765191
700,2.441487,-4.759261
701,2.4682646,-4.752286
702,2.468203,-4.7531767
703,2.4994605,-4.744448
704,2.4931488,-4.7451787
705,2.4812431,-4.761095
706,2.4837537,-4.7620287
707,2.5330179,-4.79565
708,2.5336776,-4.7963557
709,2.527875,-4.791625
710,2.5255551,-4.791523
711,2.5300353,-4.785449
712,2.5269678,-4.7857113
713,2.52644,-4.783801
714,2.5266597,-4.784311
715,2.5293958,-4.781775
716,2.5303507,-4.7796125
717,2.5344617,-4.7937727
718,2.533606,-4.792966
719,2.5358305,-4.790189
720,2.538259,-4.7907753
721,2.536414,-4.782016
722,2.5325286,-4.780091
723,2.5295076,-4.7818937
724,2.5289338,-4.7839084
725,2.5268111,-4.7783346
726,2.524971,-4.778295
727,2.5210538,-4.783023
728,2.5219023,-4.7832937
729,2.5249894,-4.788426
730,2.5258453,-4.7884984
731,2.533565,-4.688839
732,2.5391695,-4.6796565
733,2.5343332,-4.6708913
734,2.5375845,-4.6702466
735,2.5395963,-4.666488
736,2.5447204,-4.662129
737,2.5384197,-4.655093
738,2.5420425,-4.6538057
739,2.559213,-4.643251
740,2.558819,-4.6440454
741,2.5586755,-4.640509
742,2.558495,-4.6401033
743,2.5452085,-4.6291747
744,2.5422838,-4.6274886
745,2.5462954,-4.6249313
746,2.546247,-4.6258388
747,2.5504854,-4.6207995
748,2.547826,-4.620203
749,2.5546668,-4.6263323
750,2.5580254,-4.6242714
751,2.5765545,-4.6130996
752,2.5752492,-4.6134877
753,2.5392938,-4.6175947
754,2.5374956,-4.613805
755,2.5323906,-4.615502
756,2.5313334,-4.6145444
757,2.5263865,-4.618748
758,2.5258393,-4.6166716
759,2.5338688,-4.619807
760,2.5333507,-4.6184287
761,2.5191867,-4.6357427
762,2.518713,-4.6356773
763,2.5090303,-4.6358104
764,2.5060065,-4.633782
765,2.50628,-4.617801
766,2.5072832,-4.619672
767,2.5172908,-4.6125584
768,2.5216293,-4.609928
769,2.5164182,-4.605743
770,2.5161946,-4.606728
771,2.5002239,-4.6169972
772,2.4991467,-4.616994
773,2.5193977,-4.6144295
774,2.5188463,-4.6147594
775,2.5258327,-4.595633
776,2.5291266,-4.596467
777,2.5172133,-4.607689
778,2.518144,-4.6069593
779,2.5275898,-4.6097016
780,2.5269651,-4.60983
781,2.5295606,-4.6114044
782,2.530388,-4.611225
783,2.5190382,-4.6107874
784,2.520434,-4.610556
785,2.536533,-4.6128926
786,2.5281882,-4.6126347
787,2.5291324,-4.6283298
788,2.5273328,-4.625523
789,2.5343938,-4.628714
790,2.5330698,-4.629455
791,2.5502567,-4.6419954
792,2.5489695,-4.642023
793,2.5465055,-4.643543
794,2.542964,-4.641645
795,2.5591013,-4.6710935
796,2.5582952,-4.6708593
797,2.557518,-4.6693735
798,2.5575674,-4.668843
799,2.5609596,-4.665454
800,2.561621,-4.666863
801,2.5602672,-4.668454
802,2.560157,-4.6653323
803,2.5648556,-4.6777425
804,2.563559,-4.676267
805,2.5661535,-4.696675
806,2.5662467,-4.6958447
807,2.5662813,-4.694953
808,2.5633879,-4.695024
809,2.559951,-4.68887
810,2.5621948,-4.690104
811,2.5575688,-4.6810627
812,2.557904,-4.6780047
813,2.5531602,-4.68058
814,2.5552213,-4.68028
815,2.5636435,-4.683853
816,2.5653,-4.685748
817,2.5832224,-4.6966166
818,2.5801616,-4.696465
819,2.5380917,-4.7186313
820,2.54199,-4.716651
821,2.537919,-4.717069
822,2.5376303,-4.7157426
823,2.5276213,-4.7179623
824,2.5242658,-4.7199206
825,2.5126145,-4.725282
826,2.5106304,-4.7241325
827,2.510201,-4.7404733
828,2.5099173,-4.7405734
829,2.4729044,-4.7539134
830,2.4770916,-4.7538133
831,2.5071666,-4.7201743
832,2.504472,-4.716674
833,2.5237849,-4.701688
834,2.517991,-4.7036486
835,2.492039,-4.7112474
836,2.487962,-4.7082877
837,2.4891446,-4.704198
838,2.490152,-4.706551
839,2.5060875,-4.7090263
840,2.5057852,-4.708209
841,2.4972627,-4.692074
842,2.4964006,-4.6917224
843,2.5074358,-4.674444
844,2.5090709,-4.6733932
845,2.5151877,-4.6636996
846,2.5176122,-4.6636543
847,2.5169573,-4.6557374
848,2.5221295,-4.6572957
849,2.554699,-4.6363378
850,2.5560014,-4.636626
851,2.5760238,-4.611937
852,2.5733943,-4.6098523
853,2.5807,-4.610408
854,2.5831509,-4.611154
855,2.570364,-4.601023
856,2.5728211,-4.593257
857,2.5746052,-4.594405
858,2.5746589,-4.594319
859,2.5900772,-4.599792
860,2.5880663,-4.6005
861,2.5990005,-4.5962057
862,2.5997562,-4.596534
863,2.5948248,-4.6005583
864,2.5962396,-4.603644
865,2.5868266,-4.600545
866,2.587263,-4.599393
867,2.5877624,-4.603225
868,2.5908978,-4.606262
869,2.5977573,-4.607679
870,2.5945315,-4.605422
871,2.5905228,-4.638822
872,2.5890043,-4.6382494
873,2.5729256,-4.6275263
874,2.574845,-4.6263895
875,2.567801,-4.616899
876,2.5664456,-4.612994
877,2.5554905,-4.6106224
878,2.5519066,-4.609149
879,2.5503352,-4.6109304
880,2.5493681,-4.6118712
881,2.5550056,-4.616927
882,2.557056,-4.6234455
883,2.5462286,-4.633154
884,2.5483568,-4.6334467
885,2.5382872,-4.631346
886,2.5350592,-4.634002
887,2.5243132,-4.6426134
888,2.5239947,-4.6452923
889,2.5327125,-4.6488423
890,2.5322607,-4.649523
891,2.5513926,-4.658676
892,2.5509298,-4.662076
893,2.5480626,-4.6889696
894,2.549024,-4.6895123
895,2.5580983,-4.6976633
896,2.5509796,-4.6958146
897,2.5437212,-4.6882014
898,2.5438113,-4.688538
899,2.5515335,-4.6911345
900,2.5431995,-4.6808133
901,2.5485313,-4.6860657
902,2.5477502,-4.685937
903,2.5409417,-4.7088275
904,2.5438933,-4.7076473
905,2.545549,-4.710141
906,2.5448153,-4.7104387
907,2.5455973,-4.7110868
908,2.5446756,-4.7153873
909,2.5441065,-4.720969
910,2.54446,-4.71981
911,2.5360734,-4.710094
912,2.558749,-4.612885
913,2.5566077,-4.5985208
914,2.5566971,-4.6021147
915,2.551924,-4.595303
916,2.5598288,-4.592712
917,2.5488749,-4.596585
918,2.5451796,-4.5960774
919,2.5461702,-4.599657
920,2.5452032,-4.5991297
921,2.551484,-4.5918818
922,2.5526402,-4.5900917
923,2.5543501,-4.5856533
924,2.5490134,-4.561221
925,2.5391147,-4.551159
926,2.5398808,-4.550513
927,2.5457065,-4.5386252
928,2.545877,-4.5400467
929,2.5464292,-4.533099
930,2.548958,-4.5365863
931,2.5522265,-4.536952
932,2.551152,-4.535234
933,2.5403605,-4.5256534
934,2.5415566,-4.52664
935,2.5498264,-4.520734
936,2.549793,-4.518579
937,2.5558467,-4.512758
938,2.5568979,-4.5127816
939,2.5634727,-4.515816
940,2.5623252,-4.5170913
941,2.5632248,-4.511606
942,2.5614767,-4.5105405
943,2.5595453,-4.5362167
944,2.561347,-4.5351667
945,2.575053,-4.541297
946,2.5751843,-4.5414
947,2.5710356,-4.52855
948,2.5662003,-4.5279217
949,2.544431,-4.5291452
950,2.5423033,-4.5268865
951,2.5468903,-4.5265927
952,2.5464258,-4.527628
953,2.5523138,-4.522945
954,2.551008,-4.5236955
955,2.5520153,-4.53606
956,2.5514972,-4.5358367
957,2.5420702,-4.5287294
958,2.547129,-4.528683
959,2.5329034,-4.5161285
960,2.5296786,-4.508403
961,2.536304,-4.5114284
962,2.5382802,-4.5097113
963,2.5291476,-4.5016418
964,2.5281045,-4.5053964
965,2.5380862,-4.505431
966,2.5353382,-4.501216
967,2.5440598,-4.5034633
968,2.5442905,-4.5034976
969,2.5337372,-4.4929376
970,2.5290442,-4.490768
971,2.5364008,-4.478189
972,2.5386875,-4.474813
973,2.5364153,-4.4773583
974,2.5373032,-4.4768457
975,2.5360894,-4.4821725
976,2.5373054,-4.484626
977,2.5265486,-4.4924784
978,2.5276203,-4.4926896
979,2.5331218,-4.495183
980,2.530104,-4.497307
981,2.5305223,-4.4962335
982,2.5326805,-4.493228
983,2.5317657,-4.4894648
984,2.529134,-4.4956293
985,2.5244308,-4.494068
986,2.5250974,-4.4948
987,2.5079064,-4.5128684
988,2.5088708,-4.514081
989,2.513879,-4.5200405
990,2.5154443,-4.520384
991,2.4976573,-4.5175905
992,2.5012603,-4.516593
993,2.5062883,-4.5162487
994,2.5028927,-4.5135884
995,2.5021532,-4.5197344
996,2.4990075,-4.5193386
997,2.5054264,-4.5112
998,2.5048842,-4.5109653
999,2.5026731,-4.526412
1000,2.5049202,-4.527305
1001,2.5060308,-4.5298557
1002,2.5041683,-4.529779
1003,2.5050988,-4.5285854
1004,2.4911504,-4.5405517
1005,2.4897387,-4.5402927
1006,2.479765,-4.551879
1007,2.4795914,-4.5505486
1008,2.482938,-4.5534663
1009,2.4824798,-4.551369
1010,2.4976535,-4.591041
1011,2.4975498,-4.590222
1012,2.4861076,-4.5848155
1013,2.4841537,-4.583603
1014,2.471434,-4.588042
1015,2.4710433,-4.58675
1016,2.4691036,-4.589646
1017,2.4682007,-4.589673
1018,2.4668128,-4.598318
1019,2.470846,-4.600394
1020,2.4574986,-4.599755
1021,2.4534767,-4.6008434
1022,2.4592097,-4.6106853
1023,2.4581254,-4.6106524
1024,2.4318917,-4.5822086
1025,2.4327552,-4.586779
1026,2.4185052,-4.5667543
1027,2.4220123,-4.570563
1028,2.4246476,-4.565146
1029,2.425271,-4.564673
1030,2.4209096,-4.5468564
1031,2.4234555,-4.544867
1032,2.4100828,-4.543986
1033,2.4081461,-4.544209
1034,2.4121616,-4.537626
1035,2.413062,-4.539669
1036,2.3985941,-4.514246
1037,2.399404,-4.5130625
1038,2.3956363,-4.505634
1039,2.397815,-4.508649
1040,2.4111729,-4.4954257
1041,2.4103143,-4.4960237
1042,2.4118514,-4.489433
1043,2.4130626,-4.4890018
1044,2.4076197,-4.4981728
1045,2.4034624,-4.4954147
1046,2.405565,-4.4835105
1047,2.4039805,-4.4812183
1048,2.423002,-4.4785004
1049,2.4237542,-4.4765396
1050,2.4295235,-4.480242
1051,2.4311392,-4.480758
1052,2.433086,-4.478523
1053,2.4339006,-4.4778814
1054,2.4588656,-4.4919443
1055,2.458739,-4.491919
1056,2.4760745,-4.5012655
1057,2.475138,-4.4995594
1058,2.4702754,-4.504832
1059,2.472207,-4.5057287
1060,2.4660916,-4.5054946
1061,2.467328,-4.5051913
1062,2.4785266,-4.511787
1063,2.478216,-4.514241
1064,2.4718857,-4.513054
1065,2.4732332,-4.515111
1066,2.4897568,-4.544553
1067,2.4900656,-4.544393
1068,2.4854684,-4.5428686
1069,2.4845514,-4.544197
1070,2.4842787,-4.5432315
1071,2.4879472,-4.5439425
1072,2.4846363,-4.5450745
1073,2.484162,-4.545192
1074,2.4861307,-4.5491414
1075,2.4886067,-4.5479016
1076,2.4898338,-4.561801
1077,2.4909704,-4.5618916
1078,2.47588,-4.5727386
1079,2.4730997,-4.57011
1080,2.4788873,-4.5660634
1081,2.4783769,-4.563817
1082,2.4691267,-4.5583234
1083,2.4671469,-4.559347
1084,2.4555492,-4.556253
1085,2.4541519,-4.5532694
1086,2.4552135,-4.555338
1087,2.454409,-4.554129
1088,2.4603112,-4.5640206
1089,2.4601243,-4.5626783
1090,2.4522889,-4.523286
1091,2.451786,-4.5105023
1092,2.4515688,-4.5013924
1093,2.454019,-4.502488
1094,2.447849,-4.489397
1095,2.451671,-4.4884224
1096,2.4404614,-4.4830966
1097,2.4391823,-4.484426
1098,2.4400373,-4.4944177
1099,2.4403822,-4.4944687
1100,2.4488218,-4.4925227
1101,2.4479175,-4.4935894
1102,2.4405584,-4.482308
1103,2.4412901,-4.484337
1104,2.4389915,-4.476508
1105,2.434797,-4.476278
1106,2.4255059,-4.469927
1107,2.4234447,-4.4687448
1108,2.4262314,-4.46969
1109,2.4310198,-4.4733367
1110,2.4328806,-4.4691324
1111,2.4327502,-4.4689555
1112,2.4286704,-4.4403114
1113,2.4267626,-4.442015
1114,2.4321427,-4.4230905
1115,2.4296625,-4.4217305
1116,2.4306524,-4.4155617
1117,2.4328942,-4.4126625
1118,2.4292614,-4.4048467
1119,2.429468,-4.405371
1120,2.4411478,-4.394361
1121,2.4408512,-4.3941956
1122,2.4411824,-4.3902636
1123,2.4405842,-4.3914747
1124,2.4339054,-4.364777
1125,2.4347818,-4.367246
1126,2.4306269,-4.3554635
1127,2.4352489,-4.356195
1128,2.4276948,-4.3513994
1129,2.4266512,-4.3507934
1130,2.450768,-4.3621907
1131,2.449519,-4.3634896
1132,2.4478998,-4.357869
1133,2.447008,-4.3564525
1134,2.4503367,-4.3577385
1135,2.4499812,-4.3588324
1136,2.4313946,-4.34792
1137,2.4326408,-4.346257
1138,2.43447,-4.3469687
1139,2.4302025,-4.3497453
1140,2.42556,-4.3449883
1141,2.42474,-4.34402
1142,2.441998,-4.3647923
1143,2.442833,-4.3654237
1144,2.44633,-4.3617206
1145,2.4448028,-4.3587017
1146,2.4289598,-4.336538
1147,2.425786,-4.332385
1148,2.418796,-4.2869287
1149,2.4176867,-4.2893558
1150,2.4115994,-4.277424
1151,2.4299834,-4.2339954
1152,2.4281158,-4.2247596
1153,2.4297333,-4.225334
1154,2.4252167,-4.218675
1155,2.4255867,-4.2164297
1156,2.414542,-4.21576
1157,2.4132204,-4.214206
1158,2.4131029,-4.2111826
1159,2.4091203,-4.2064486
1160,2.4196045,-4.204113
1161,2.4182124,-4.203217
1162,2.423484,-4.201537
1163,2.4282546,-4.2005534
1164,2.4232788,-4.1995854
1165,2.4242234,-4.2001395
1166,2.4132624,-4.190407
1167,2.4172359,-4.1917634
1168,2.4170403,-4.194583
1169,2.4144754,-4.193288
1170,2.4166696,-4.1975
1171,2.415459,-4.1949162
1172,2.4201932,-4.1866174
1173,2.4202602,-4.185975
1174,2.427297,-4.1890264
1175,2.4261067,-4.18995
1176,2.4167476,-4.1855216
1177,2.416815,-4.1865745
1178,2.415779,-4.181349
1179,2.4168243,-4.1799936
1180,2.404844,-4.1720715
1181,2.4036472,-4.169102
1182,2.4125862,-4.171192
1183,2.4128206,-4.1748195
1184,2.4046001,-4.160572
1185,2.4040215,-4.1612253
1186,2.4204683,-4.1547527
1187,2.4195185,-4.15576
1188,2.4130592,-4.1522393
1189,2.4181557,-4.1526675
1190,2.419495,-4.159569
1191,2.419307,-4.159978
1192,2.4166937,-4.155527
1193,2.4165359,-4.1569076
1194,2.417158,-4.157727
1195,2.4166243,-4.1602464
1196,2.410795,-4.1578526
1197,2.4090228,-4.159258
1198,2.416183,-4.1732917
1199,2.416419,-4.173553
1200,2.4185894,-4.1798477
1201,2.4153078,-4.1771812
1202,2.4189055,-4.1784277
1203,2.4201703,-4.174557
1204,2.4175143,-4.168142
1205,2.4160762,-4.170206
1206,2.4188392,-4.1683497
1207,2.416274,-4.1697197
1208,2.4196987,-4.1814566
1209,2.4200656,-4.185624
1210,2.4198472,-4.185678
1211,2.4206152,-4.1839714
1212,2.413257,-4.181678
1213,2.4132864,-4.1821623
1214,2.410341,-4.184646
1215,2.4089842,-4.17908
1216,2.3343263,-4.179995
1217,2.3341744,-4.1783605
1218,2.3333077,-4.1743097
1219,2.3309348,-4.1761727
1220,2.2836316,-4.0901933
1221,2.2798045,-4.0840974
1222,2.215235,-3.990777
1223,2.21536,-3.9915876
1224,2.1370673,-3.8956113
1225,2.138208,-3.8961208
1226,2.083184,-3.8037326
1227,2.0845115,-3.808216
1228,2.0166728,-3.7144425
1229,2.0174458,-3.7184894
1230,1.9564338,-3.6290743
1231,1.9555491,-3.631832
1232,1.8788785,-3.5205226
1233,1.875516,-3.5207956
1234,1.8031367,-3.423517
1235,1.7999179,-3.4242065
1236,1.7390095,-3.3169162
1237,1.7360882,-3.3164997
1238,1.6607981,-3.201066
1239,1.660836,-3.2010703
1240,1.5931172,-3.0677538
1241,1.5913062,-3.0671918
1242,1.5306898,-2.9648461
1243,1.528987,-2.9646454
1244,1.4645292,-2.8695133
1245,1.462999,-2.8698952
1246,1.401952,-2.7715027
1247,1.4020008,-2.7703328
1248,1.3287935,-2.652209
1249,1.3280308,-2.6521835
1250,1.2939624,-2.5880687
1251,1.2930822,-2.587033
1252,1.2368141,-2.4946866
1253,1.2382011,-2.4983869
1254,1.1951982,-2.4143138
1255,1.1973805,-2.4150982
1256,1.1404217,-2.3385632
1257,1.1413486,-2.3401651
1258,1.0881166,-2.2576046
1259,1.0839353,-2.2577705
1260,1.0393564,-2.1774445
1261,1.0405409,-2.1763346
1262,1.013541,-2.0788794
1263,1.0127928,-2.077984
1264,0.9624142,-1.9826943
1265,0.96203226,-1.9860396
1266,0.91848457,-1.9062508
1267,0.9203199,-1.9050624
1268,0.84793264,-1.8045003
1269,0.8490598,-1.8057348
1270,0.7848153,-1.6981965
1271,0.7786439,-1.6895385
1272,0.74284273,-1.6131518
1273,0.74369556,-1.6124574
1274,0.70277435,-1.5180193
1275,0.70072967,-1.5145389
1276,0.63129526,-1.4279205
1277,0.6344183,-1.4271084
1278,0.57102007,-1.3215681
1279,0.5757371,-1.3238255
1280,0.52845734,-1.2432551
1281,0.527013,-1.2446669
1282,0.5050432,-1.2272197
1283,0.50543636,-1.227642
1284,0.51642555,-1.2357061
1285,0.5188508,-1.2342584
1286,0.52614236,-1.2279462
1287,0.52738625,-1.2292486
1288,0.51898533,-1.2285826
1289,0.51688945,-1.2284395
1290,0.5043604,-1.224623
1291,0.50519496,-1.2222774
1292,0.49146158,-1.2278005
1293,0.49408904,-1.2288995
1294,0.49421293,-1.2317816
1295,0.49535656,-1.2321405
1296,0.50060374,-1.2414657
1297,0.49978098,-1.2418482
1298,0.5005419,-1.2388989
1299,0.49952433,-1.2376921
1300,0.5091436,-1.2468528
1301,0.5074199,-1.2447231
1302,0.49589917,-1.2593559
1303,0.4969437,-1.2620522
1304,0.4928166,-1.2708609
1305,0.4930516,-1.2714676
1306,0.49978575,-1.2735893
1307,0.50133383,-1.273764
1308,0.506188,-1.267481
1309,0.50680333,-1.2684574
1310,0.5105402,-1.2642651
1311,0.50909156,-1.2643175
1312,0.5097061,-1.2594849
1313,0.51020455,-1.2587667
1314,0.4715244,-1.2748498
1315,0.47119164,-1.2744508
1316,0.4764928,-1.2773374
1317,0.4749018,-1.2779937
1318,0.48151422,-1.2790529
1319,0.48154125,-1.2778066
1320,0.47650036,-1.2726414
1321,0.47670466,-1.2713329
1322,0.47561067,-1.2732662
1323,0.47520834,-1.2734134
1324,0.46939695,-1.268757
1325,0.4703255,-1.2677301
1326,0.4670625,-1.2731408
1327,0.4671648,-1.2731645
1328,0.4541334,-1.2653686
1329,0.4550366,-1.2651962
1330,0.46375775,-1.2733867
1331,0.46355346,-1.2738249
1332,0.4640992,-1.2816347
1333,0.46450725,-1.2806724
1334,0.46247375,-1.2853496
1335,0.46181488,-1.2839742
1336,0.4501424,-1.2842813
1337,0.4503509,-1.285893
1338,0.44708025,-1.278404
1339,0.44915608,-1.279328
1340,0.44672963,-1.2712904
1341,0.44820368,-1.2713202
1342,0.451727,-1.2724484
1343,0.45127308,-1.2711428
1344,0.44756564,-1.2761295
1345,0.447724,-1.274576
1346,0.4445055,-1.2761759
1347,0.44660312,-1.2755013
1348,0.44482952,-1.2797185
1349,0.4453512,-1.2797742
1350,0.44660035,-1.2827512
1351,0.4455605,-1.2827595
1352,0.45057148,-1.2846973
1353,0.4502959,-1.2837172
1354,0.4550842,-1.2808379
1355,0.4560438,-1.2807163
1356,0.46155748,-1.2912616
1357,0.46078914,-1.2906321
1358,0.45697427,-1.3003426
1359,0.4571319,-1.3006667
1360,0.4674192,-1.3106658
1361,0.47030184,-1.310484
1362,0.46879375,-1.3113216
1363,0.47098386,-1.3096306
1364,0.4775636,-1.3195728
1365,0.47616243,-1.3184726
1366,0.4764958,-1.321318
1367,0.47701272,-1.320804
1368,0.48050886,-1.3170244
1369,0.48014733,-1.3176869
1370,0.48422188,-1.3152897
1371,0.48708737,-1.3172046
1372,0.49661842,-1.3180722
1373,0.4976105,-1.3161815
1374,0.50180405,-1.3317766
1375,0.50311804,-1.3319463
1376,0.50533795,-1.3354344
1377,0.50518465,-1.3354414
1378,0.4973033,-1.342054
1379,0.49624982,-1.3419191
1380,0.50141513,-1.3440136
1381,0.50083387,-1.3449205
1382,0.5012856,-1.3403409
1383,0.4993352,-1.339847
1384,0.5038465,-1.3342261
1385,0.5042003,-1.3343241
1386,0.48692274,-1.3073281
1387,0.48818058,-1.3071026
1388,0.4499888,-1.2726314
1389,0.44942534,-1.2722545
1390,0.4415787,-1.2771794
1391,0.43751946,-1.2705758
1392,0.44249207,-1.2806602
1393,0.44125822,-1.2802742
1394,0.4562672,-1.2890099
1395,0.45789808,-1.2967961
1396,0.46892473,-1.2870921
1397,0.4689804,-1.2867961
1398,0.48466486,-1.2973197
1399,0.48458531,-1.2985871
1400,0.49492443,-1.3139971
1401,0.49500474,-1.3142606
1402,0.5176444,-1.31513
1403,0.51677555,-1.3155395
1404,0.54049504,-1.330225
1405,0.53963315,-1.329964
1406,0.5244886,-1.3232987
1407,0.52684724,-1.3231548
1408,0.51727974,-1.3215474
1409,0.5176723,-1.3225031
1410,0.5147599,-1.3203304
1411,0.51177996,-1.3202713
1412,0.51501215,-1.3268038
1413,0.51810336,-1.3262273
1414,0.44169033,-1.2694848
1415,0.44531977,-1.2717482
1416,0.41340175,-1.2294482
1417,0.4139359,-1.2298554
1418,0.39674744,-1.2193677
1419,0.39733297,-1.219358
1420,0.4089585,-1.2201396
1421,0.40794572,-1.2187822
1422,0.40733954,-1.231664
1423,0.4073445,-1.2320578
1424,0.3847917,-1.2394496
